,Epoch,Client_id,Class_id,Label_num,Test_acc,Test_loss,Comsume_time
53,0,6,1,32,0.9375,0.004711958579719067,124.43987560272217
54,0,6,4,45,0.7777777777777778,0.01515637431293726,124.43987560272217
55,0,7,1,90,0.9333333333333333,0.0021328118164092302,124.43987560272217
56,0,7,4,148,0.8108108108108109,0.004281115252524614,124.43987560272217
57,0,7,7,67,0.9253731343283582,0.0024128775112330914,124.43987560272217
58,0,7,6,43,0.4418604651162791,0.032043032348155975,124.43987560272217
59,0,7,5,20,1.0,0.003453161334618926,124.43987560272217
60,0,7,3,8,0.875,0.03264391049742699,124.43987560272217
61,0,7,0,15,0.8,0.030101211741566658,124.43987560272217
62,0,7,2,5,0.4,0.3272506892681122,124.43987560272217
63,0,8,1,196,0.9744897959183674,0.0006073556141927838,124.43987560272217
64,0,8,0,38,0.8421052631578947,0.00999725516885519,124.43987560272217
65,0,8,4,1,0.0,3.404564142227173,124.43987560272217
66,0,8,5,131,0.9389312977099237,0.0015264847315847874,124.43987560272217
67,0,8,2,11,0.5454545454545454,0.12018395960330963,124.43987560272217
68,0,8,3,8,0.625,0.1451376974582672,124.43987560272217
69,0,9,6,38,0.5263157894736842,0.030110513791441917,124.43987560272217
70,0,9,3,21,1.0,0.0070915683172643185,124.43987560272217
71,0,9,8,84,0.8928571428571429,0.005079378839582205,124.43987560272217
72,0,9,4,38,0.8157894736842105,0.01840369403362274,124.43987560272217
73,0,9,1,2,1.0,0.000417489733081311,124.43987560272217
74,0,9,0,12,0.75,0.06457680463790894,124.43987560272217
75,0,9,7,18,0.9444444444444444,0.005639796145260334,124.43987560272217
76,0,9,9,15,0.8,0.031285252422094345,124.43987560272217
77,0,9,2,5,1.0,0.07025184482336044,124.43987560272217
78,0,9,5,13,0.9230769230769231,0.011426102370023727,124.43987560272217
79,0,10,5,19,0.8947368421052632,0.01663929410278797,124.43987560272217
80,0,10,2,51,0.7058823529411765,0.016548266634345055,124.43987560272217
81,0,10,7,40,0.9,0.006519659887999296,124.43987560272217
82,0,10,0,19,0.8421052631578947,0.033537376672029495,124.43987560272217
83,0,10,6,8,0.75,0.12799496948719025,124.43987560272217
84,0,10,8,22,0.9090909090909091,0.00815435778349638,124.43987560272217
85,0,10,9,30,0.9,0.007451847195625305,124.43987560272217
86,0,10,3,42,0.8571428571428571,0.007128466386348009,124.43987560272217
87,0,10,1,28,1.0,0.0006380081176757812,124.43987560272217
88,0,10,4,3,0.6666666666666666,0.4073459506034851,124.43987560272217
89,0,11,5,33,0.9696969696969697,0.0035171816125512123,124.43987560272217
90,0,11,9,373,0.900804289544236,0.0006987132364884019,124.43987560272217
91,0,11,8,85,0.9058823529411765,0.0054585300385952,124.43987560272217
92,0,11,0,18,0.8888888888888888,0.05079331248998642,124.43987560272217
93,0,11,4,9,0.4444444444444444,0.16357383131980896,124.43987560272217
94,0,11,1,18,0.9444444444444444,0.011199213564395905,124.43987560272217
95,0,11,3,35,0.9142857142857143,0.007032796740531921,124.43987560272217
96,0,11,6,19,0.5789473684210527,0.060114163905382156,124.43987560272217
97,0,11,7,6,1.0,0.003762987442314625,124.43987560272217
98,0,11,2,7,0.7142857142857143,0.06567908823490143,124.43987560272217
99,0,12,2,39,0.717948717948718,0.016446474939584732,124.43987560272217
100,0,12,5,43,1.0,0.0029002593364566565,124.43987560272217
101,0,12,8,44,0.9318181818181818,0.007270772475749254,124.43987560272217
102,0,12,7,14,0.8571428571428571,0.018623024225234985,124.43987560272217
103,0,12,4,14,0.6428571428571429,0.06363380700349808,124.43987560272217
104,0,12,9,8,1.0,0.017248503863811493,124.43987560272217
105,0,12,0,2,1.0,0.05986865237355232,124.43987560272217
106,0,12,6,1,0.0,1.0360376834869385,124.43987560272217
107,0,13,6,68,0.39705882352941174,0.019515227526426315,124.43987560272217
108,0,13,5,52,0.9807692307692307,0.0020046166609972715,124.43987560272217
109,0,13,8,28,1.0,0.004923137836158276,124.43987560272217
110,0,13,9,12,0.9166666666666666,0.025287821888923645,124.43987560272217
111,0,13,7,46,0.9565217391304348,0.0037220846861600876,124.43987560272217
112,0,13,2,13,1.0,0.016266033053398132,124.43987560272217
113,0,13,0,7,1.0,0.05226043984293938,124.43987560272217
114,0,13,1,21,0.9047619047619048,0.017858827486634254,124.43987560272217
115,0,13,4,4,0.75,0.1275862604379654,124.43987560272217
116,0,14,3,109,0.8623853211009175,0.0038704643957316875,124.43987560272217
117,0,14,1,51,0.9215686274509803,0.003064026590436697,124.43987560272217
118,0,14,7,51,0.9607843137254902,0.003984348848462105,124.43987560272217
119,0,14,8,36,0.8888888888888888,0.013438564725220203,124.43987560272217
120,0,14,4,4,1.0,0.04854828864336014,124.43987560272217
121,0,14,0,9,0.8888888888888888,0.055741120129823685,124.43987560272217
122,0,14,9,10,1.0,0.014583679847419262,124.43987560272217
123,0,14,2,25,0.76,0.024248261004686356,124.43987560272217
124,0,14,5,5,1.0,0.027573544532060623,124.43987560272217
125,0,14,6,1,1.0,0.3008921444416046,124.43987560272217
126,0,15,0,165,0.7818181818181819,0.0038348629605025053,124.43987560272217
127,0,15,3,30,0.9,0.011048262938857079,124.43987560272217
128,0,15,2,84,0.7738095238095238,0.008574525825679302,124.43987560272217
129,0,15,1,73,0.9315068493150684,0.0031084557995200157,124.43987560272217
130,0,16,3,71,0.7887323943661971,0.007483263034373522,124.43987560272217
131,0,16,6,12,0.5833333333333334,0.09234985709190369,124.43987560272217
132,0,16,8,39,0.8717948717948718,0.018667902797460556,124.43987560272217
133,0,16,5,49,0.8775510204081632,0.005763321183621883,124.43987560272217
134,0,16,9,49,0.8775510204081632,0.005749597679823637,124.43987560272217
135,0,16,1,40,0.975,0.0008844693074934185,124.43987560272217
136,0,16,4,47,0.723404255319149,0.015185938216745853,124.43987560272217
